ts;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;D
1586208346163;234;230;243;248;215;246;238;247;208;223;243;265;204;231;250;261;35
1586208346199;233;227;241;246;215;247;240;249;209;223;242;264;204;231;250;262;35
1586208346235;236;229;240;244;212;245;240;250;210;223;243;264;204;230;249;262;35
1586208346270;237;232;243;245;212;243;237;249;210;224;244;265;203;230;249;261;35
1586208346306;236;231;244;248;214;244;237;246;209;224;244;266;204;230;249;261;35
1586208346342;233;229;243;248;215;246;239;248;208;222;243;265;204;231;250;262;35
1586208346378;234;228;240;245;214;246;240;250;209;223;242;264;204;231;250;262;35
1586208346413;236;230;241;244;211;244;239;250;210;224;243;264;203;230;249;262;35
1586208346449;237;232;244;246;212;243;237;248;210;224;244;266;204;230;249;261;35
1586208346485;234;231;244;249;214;245;237;247;208;223;244;266;204;231;250;261;35
1586208346520;233;228;242;247;215;246;240;248;208;223;242;265;204;231;250;262;35
1586208346556;235;228;240;245;213;246;240;250;209;223;242;264;203;230;250;262;35
1586208346591;237;231;242;245;211;243;238;250;210;224;244;265;203;230;249;261;35
1586208346628;236;232;244;247;213;243;236;247;209;224;244;265;204;230;249;261;35
1586208346663;234;230;244;249;215;245;238;247;208;223;243;265;204;231;250;261;35
1586208346699;233;228;241;246;215;246;240;249;208;223;242;264;204;231;250;262;35
1586208346735;236;229;240;244;212;245;240;251;210;223;243;264;204;230;249;262;35
1586208346770;237;232;243;245;212;243;237;249;210;224;244;265;204;230;249;261;35
1586208346806;236;232;244;248;214;244;237;247;209;223;244;266;205;230;249;261;35
1586208346842;233;229;243;248;215;246;239;247;208;223;243;265;204;231;250;261;35
1586208346877;234;228;240;245;214;246;240;250;209;223;243;264;204;231;250;262;35
1586208346915;237;230;241;244;211;244;239;250;210;224;243;264;203;229;249;262;35
1586208346949;237;232;243;246;212;243;237;248;209;224;244;265;204;230;249;261;35
1586208346985;235;231;244;249;214;245;237;246;208;223;244;265;204;230;249;261;35
1586208347020;233;228;242;247;215;247;239;249;208;222;242;265;204;231;250;262;35
1586208347056;235;228;240;244;213;246;240;250;209;223;243;264;204;230;250;262;35
1586208347092;237;231;242;245;211;243;238;250;210;224;244;265;203;230;249;261;35
1586208347128;237;232;244;247;213;243;236;247;209;224;244;266;204;230;249;261;35
1586208347163;234;230;244;249;215;245;238;247;208;223;243;265;205;230;250;261;35
1586208347199;233;228;241;246;215;247;240;249;208;223;242;264;204;230;250;262;35
1586208347234;236;229;240;244;212;245;240;251;210;224;243;264;204;230;249;262;35
1586208347270;237;231;243;246;211;243;237;249;210;224;244;265;203;230;248;261;35
1586208347306;236;232;244;248;214;244;236;247;209;224;244;266;204;231;249;261;35
1586208347342;233;229;243;248;215;246;239;247;208;222;243;265;204;231;250;261;35
1586208347377;234;228;240;245;214;246;240;250;209;223;242;264;204;230;250;262;35
1586208347413;237;230;241;244;212;244;239;250;210;224;243;264;203;230;249;262;35
1586208347449;237;232;243;246;212;243;237;248;210;224;244;265;204;230;249;261;35
1586208347484;235;231;244;249;214;245;237;246;208;223;244;265;205;230;249;261;35
1586208347520;233;228;242;247;215;246;239;248;208;222;242;265;204;231;250;262;35
1586208347556;235;228;240;244;213;246;240;251;209;223;242;263;204;230;250;262;35
1586208347591;238;231;242;244;211;243;238;250;210;224;244;265;204;230;249;261;35
1586208347628;237;232;244;247;213;243;237;247;209;224;244;265;204;230;249;261;35
1586208347663;234;230;243;249;215;245;238;247;208;223;243;266;205;231;250;261;35
1586208347699;234;228;240;246;215;247;240;250;209;223;242;264;204;230;250;262;35
1586208347734;236;229;240;244;212;245;240;250;209;224;243;264;203;230;249;262;35
1586208347770;238;232;242;245;211;243;237;249;210;224;244;265;204;230;249;261;35
1586208347806;236;232;244;248;214;244;237;247;209;224;244;266;204;230;249;261;35
1586208347841;233;229;243;248;215;246;239;248;208;222;243;265;204;231;249;262;35
1586208347877;234;227;240;245;214;246;240;250;209;223;243;264;204;230;250;262;35
1586208347913;236;230;241;244;212;244;239;250;210;224;243;264;204;230;249;262;35
1586208347948;237;232;243;246;212;243;237;248;210;224;244;265;204;230;249;261;35
1586208347985;235;231;244;248;214;245;237;247;208;223;244;266;204;230;250;261;35
1586208348020;233;228;241;247;215;247;239;248;208;223;242;265;204;231;250;262;35
1586208348056;235;228;240;245;213;246;240;251;209;223;242;264;204;230;250;262;35
1586208348091;237;231;241;245;211;243;238;250;210;224;244;264;204;230;249;261;35
1586208348127;237;232;244;247;212;243;236;247;209;224;244;266;204;230;249;261;35
1586208348163;234;230;243;248;215;246;238;247;208;223;243;265;204;231;249;261;35
1586208348198;234;228;241;246;215;247;240;249;208;222;243;264;204;231;250;262;35
1586208348234;236;229;240;244;212;245;240;251;210;224;243;264;203;230;249;262;35
1586208348270;238;232;242;245;212;243;237;249;210;224;244;265;203;230;249;261;35
1586208348305;236;232;244;248;214;244;237;247;209;224;244;266;204;230;249;261;35
1586208348341;234;229;242;248;215;246;238;247;208;222;243;265;204;231;250;262;35
1586208348377;234;228;240;245;214;247;240;250;209;223;243;264;204;230;250;262;35
1586208348413;237;230;241;244;212;244;239;251;210;224;243;264;203;230;249;262;35
1586208348448;237;232;243;246;212;243;237;248;210;224;244;265;204;230;249;261;35
1586208348484;235;231;244;249;214;245;237;247;208;223;244;265;204;231;249;261;35
1586208348519;233;228;242;248;215;247;239;248;208;223;242;265;204;231;250;262;35
1586208348555;235;228;240;245;213;246;240;251;209;223;242;264;204;230;250;262;35
1586208348591;237;231;242;245;211;243;238;250;210;224;244;265;204;230;249;262;35
1586208348627;236;232;244;247;213;243;236;247;209;224;244;266;204;230;249;261;35
1586208348663;234;230;244;249;215;246;238;247;208;223;243;265;204;231;250;261;35
1586208348699;233;228;241;247;215;247;240;249;208;223;242;264;204;231;250;262;35
1586208348734;236;229;240;244;212;245;240;250;209;224;243;264;203;230;250;262;35
1586208348770;237;231;242;245;212;243;237;249;210;224;244;265;204;230;249;261;35
1586208348805;236;232;244;248;214;244;237;247;209;224;244;266;204;230;249;261;35
1586208348841;233;229;243;248;215;246;238;248;208;223;243;265;204;231;250;262;35
1586208348877;234;227;240;246;214;247;240;250;209;223;242;264;204;230;250;262;35
1586208348913;236;230;241;244;212;244;239;250;210;224;243;264;203;229;249;262;35
1586208348948;237;232;243;246;212;243;237;248;210;224;244;265;204;230;249;261;35
1586208348984;235;231;244;249;214;244;237;247;208;223;244;266;204;231;249;261;35
1586208349019;233;228;242;248;215;246;239;248;208;223;243;265;205;231;250;262;35
1586208349055;234;228;240;245;213;246;240;251;209;223;243;264;204;230;250;262;35
1586208349091;237;230;242;245;211;244;238;250;210;224;244;264;204;230;249;262;35
1586208349127;237;232;244;247;213;243;236;247;209;224;244;266;204;230;249;261;35
1586208349162;234;230;244;249;214;245;238;247;208;223;244;265;205;231;250;261;35
1586208349198;233;227;241;247;215;247;240;249;208;223;242;264;204;231;250;262;35
1586208349234;235;228;240;244;212;246;240;251;210;223;243;264;203;230;249;262;35
1586208349270;237;231;242;246;211;243;238;249;210;224;244;265;204;230;249;261;35
1586208349305;236;231;245;248;213;244;237;247;209;224;244;266;204;230;249;261;35
1586208349341;233;229;243;249;214;246;239;248;208;222;243;265;204;230;250;262;35
1586208349377;233;227;240;246;213;247;240;250;209;223;242;264;204;231;250;262;35
1586208349414;236;229;241;245;211;245;240;251;210;224;243;264;203;230;249;262;35
1586208349448;237;231;244;246;210;243;237;249;209;224;244;265;204;230;249;261;35
1586208349483;234;231;245;249;212;245;238;247;208;223;244;266;204;231;249;261;35
1586208349519;231;228;243;249;213;247;240;249;208;223;243;265;204;231;250;262;35
1586208349555;232;228;241;246;211;247;241;251;209;223;243;264;203;231;250;262;35
1586208349590;235;230;242;246;209;245;239;251;209;224;244;265;203;230;249;262;35
1586208349627;234;232;245;248;210;244;237;248;209;224;244;265;203;230;249;261;35
1586208349662;231;230;245;250;212;246;238;248;207;223;244;266;204;231;250;261;35
1586208349698;230;228;243;249;212;248;240;250;207;224;242;265;202;233;250;262;35
1586208349734;231;229;242;246;209;247;240;251;208;224;243;264;201;230;250;262;35
1586208349769;233;229;243;247;207;243;239;250;208;224;244;265;201;229;249;261;35
1586208349805;232;230;245;249;209;244;238;248;207;223;244;266;202;229;249;261;35
1586208349840;230;228;245;250;211;246;239;248;206;222;243;265;202;230;250;262;35
